Epoch,R_1 ,R_2 ,R_3 ,R_4 ,R_5 ,R_6 ,R_7 ,R_8 ,R_9 ,R_10 
0,0.09834973,0.09895563,0.09761955,0.10099648,0.0984205,0.10019982,0.10491366,0.09906804,0.101620786,0.099855766
1,0.099423386,0.100149475,0.09814403,0.10046199,0.09938979,0.09995704,0.10373701,0.09868476,0.10086865,0.09918388
2,0.09961068,0.10162147,0.09866336,0.100277014,0.09966654,0.09960094,0.10276595,0.09826834,0.10053822,0.09898744
3,0.098879725,0.10040448,0.09794521,0.09984897,0.09923671,0.099864274,0.10377574,0.09819842,0.10145851,0.10038796
4,0.098260455,0.09940489,0.09771778,0.09991472,0.0985562,0.0990528,0.109011,0.097833,0.10035376,0.099895336
5,0.0982993,0.099126086,0.097502984,0.100271836,0.098530754,0.10215747,0.10316403,0.09901631,0.101708494,0.100222744
6,0.09956825,0.099455886,0.097788334,0.10142097,0.09897479,0.100831375,0.10291098,0.09895812,0.10078732,0.09930399
7,0.101393744,0.099804476,0.09785936,0.102681,0.09892033,0.09938218,0.10191591,0.098736316,0.100664034,0.09864262
8,0.09908766,0.09892198,0.097204834,0.10076831,0.09809592,0.09978545,0.101313494,0.098734386,0.10633375,0.09975423
9,0.09909068,0.09843582,0.09717912,0.10123489,0.098483205,0.10147592,0.10190085,0.09989384,0.10279124,0.09951442
10,0.09990522,0.09997665,0.09810143,0.10160379,0.10037815,0.099491544,0.102986954,0.09896021,0.09993527,0.098660715
11,0.09997613,0.10267924,0.09906803,0.10046777,0.1010141,0.09859576,0.1028721,0.09770149,0.09932254,0.09830289
12,0.099640794,0.105686195,0.0996223,0.099984765,0.101212576,0.09853545,0.10083686,0.09724544,0.09924933,0.09798623
13,0.09807685,0.0991392,0.09752543,0.09947141,0.09853812,0.09959552,0.104275554,0.09790483,0.10154382,0.10392928
14,0.09754471,0.09852359,0.09723991,0.09912676,0.097650595,0.09758579,0.117124915,0.09690153,0.0987659,0.0995363
