Epoch,R_1 ,R_2 ,R_3 ,R_4 ,R_5 ,R_6 ,R_7 ,R_8 ,R_9 ,R_10 
0,0.098457195,0.09904122,0.09770136,0.10083054,0.09843775,0.10080997,0.104927965,0.09913935,0.101278625,0.09937604
1,0.09743515,0.09679695,0.09633638,0.101608545,0.09696885,0.10014021,0.10991253,0.09933986,0.10127497,0.10018653
2,0.0973534,0.096233,0.09602111,0.10146371,0.097079836,0.102311715,0.10626597,0.101483524,0.10183955,0.09994807
3,0.098246515,0.09636029,0.09606563,0.108787976,0.097100206,0.10129472,0.102643505,0.10097232,0.10005078,0.09847795
4,0.09697919,0.09609905,0.09572705,0.102332264,0.09604771,0.097834356,0.11950129,0.09764192,0.09919158,0.098645665
5,0.09807844,0.096770495,0.09606556,0.101524144,0.09693631,0.10003509,0.1039576,0.09898954,0.1082462,0.09939654
6,0.09653569,0.09509587,0.09472475,0.09843777,0.095110014,0.09763688,0.09848879,0.09667022,0.12937269,0.09792723
7,0.09984474,0.09828593,0.0975972,0.10138993,0.09840115,0.09950932,0.10388063,0.098049216,0.10373665,0.099305205
8,0.10453426,0.10105876,0.098792516,0.10106811,0.09998503,0.09810951,0.10131362,0.0974666,0.09998013,0.097691484
9,0.09927443,0.09725329,0.09587053,0.099793985,0.09668789,0.098255925,0.09939633,0.09720538,0.11810839,0.09815393
10,0.09897043,0.09705382,0.096569195,0.10042505,0.097958714,0.10223959,0.10160128,0.10020376,0.105483,0.09949512
11,0.09631026,0.09550271,0.09506367,0.0990116,0.09534522,0.09672883,0.12913147,0.09656144,0.098599724,0.09774508
12,0.09778379,0.09657589,0.09622016,0.10241462,0.09784504,0.102650814,0.104793325,0.102861404,0.099917084,0.09893785
13,0.097916916,0.096530214,0.0958372,0.11813753,0.09685438,0.099542566,0.099988736,0.100696675,0.09768905,0.09680675
14,0.09625382,0.09565804,0.094833665,0.10069299,0.095101595,0.09611396,0.1312667,0.09586291,0.09718292,0.09703329
