Epoch,R_1 ,R_2 ,R_3 ,R_4 ,R_5 ,R_6 ,R_7 ,R_8 ,R_9 ,R_10 
0,0.108875796,0.10953519,0.107984215,0.11181806,0.10868805,0.11200261,0.11851605,0.1092761,0.11330384,0.0
1,0.10881558,0.10821176,0.0,0.111243166,0.10798362,0.11168399,0.117633864,0.10905424,0.113580436,0.11179324
2,0.11036548,0.11113492,0.10884461,0.11228546,0.1096687,0.11142348,0.11488684,0.109626636,0.0,0.11176372
3,0.0,0.1108701,0.10858113,0.11286617,0.10969571,0.11041969,0.11343865,0.10916604,0.1152993,0.1096631
4,0.11273009,0.11033695,0.1081144,0.113434665,0.10929834,0.1114709,0.11309128,0.10977572,0.0,0.11174764
5,0.11218705,0.11054812,0.10877878,0.11202881,0.0,0.11017177,0.113742165,0.10910283,0.113724016,0.10971643
6,0.11173113,0.11105927,0.10835237,0.112258345,0.110808484,0.1115842,0.11243129,0.10990283,0.0,0.11187204
7,0.11189348,0.11235302,0.11005005,0.1115606,0.0,0.11007589,0.11278316,0.10885281,0.112845056,0.10958603
8,0.112634435,0.0,0.112528235,0.10986611,0.11984911,0.109395474,0.11127809,0.107135564,0.10942737,0.10788554
9,0.11037489,0.11130333,0.108124465,0.11131985,0.111716375,0.11253848,0.111565016,0.0,0.11328755,0.10977013
10,0.108590685,0.10837446,0.10761987,0.11222759,0.10862072,0.112524,0.11634691,0.110982694,0.11471317,0.0
11,0.11061815,0.11494264,0.0,0.110944495,0.11281859,0.10951427,0.11322023,0.107954554,0.11020557,0.10978152
12,0.110935174,0.110389374,0.10903706,0.1133888,0.10981813,0.111608304,0.11221311,0.11015162,0.0,0.11245841
13,0.0,0.11290583,0.110110134,0.11270289,0.11159902,0.10971591,0.11135471,0.108661994,0.11350147,0.10944797
14,0.113957174,0.11005586,0.10829791,0.11348647,0.109492965,0.11114819,0.11190432,0.109994136,0.0,0.111663006
