Epoch,R_1 ,R_2 ,R_3 ,R_4 ,R_5 ,R_6 ,R_7 ,R_8 ,R_9 ,R_10 
0,0.10938439,0.10940099,0.10792271,0.112460956,0.108497314,0.11162153,0.117444664,0.10946323,0.113804236,0.0
1,0.108638056,0.10799301,0.107168585,0.11114225,0.10808788,0.0,0.11716091,0.11064202,0.11538603,0.113781214
2,0.108316705,0.106812745,0.10642837,0.11048137,0.1081083,0.118957244,0.11409767,0.0,0.114497446,0.11230014
3,0.10924517,0.10737722,0.1067182,0.11503831,0.10782766,0.11393859,0.1141415,0.11310844,0.0,0.112604894
4,0.10972142,0.107305184,0.10703666,0.113198824,0.0,0.111695975,0.114847265,0.11079477,0.11459683,0.110803045
5,0.10984483,0.11003437,0.107681856,0.11121785,0.11220491,0.11429542,0.11249009,0.0,0.1125608,0.10966983
6,0.11036796,0.111211926,0.10896172,0.114725456,0.0,0.11030692,0.11408639,0.111370675,0.11011849,0.108850546
7,0.11143312,0.0,0.11167516,0.110731676,0.11886198,0.10937916,0.11221911,0.10766443,0.10983931,0.10819613
8,0.11071478,0.11528911,0.10985562,0.111938864,0.11259805,0.10941356,0.0,0.10848144,0.110756546,0.11095198
9,0.11019779,0.11032671,0.10826023,0.11206545,0.10952638,0.11138215,0.11617805,0.10991955,0.0,0.11214362
10,0.109080836,0.10865578,0.1078452,0.11019686,0.1084482,0.11114646,0.118541904,0.1087794,0.117305264,0.0
11,0.10869658,0.10848287,0.107872054,0.11116098,0.1099143,0.0,0.11371599,0.11235569,0.11313179,0.11466976
12,0.10882498,0.10751387,0.10719074,0.11108641,0.10921102,0.12073575,0.11201291,0.0,0.11190821,0.11151613
13,0.1102015,0.10779151,0.10728905,0.11463565,0.108564556,0.11322836,0.11283637,0.11293399,0.0,0.112518944
14,0.111123525,0.11053243,0.10916935,0.112066895,0.0,0.11070585,0.113426656,0.11023254,0.11274039,0.1100024
